pulau_kota,kategori,nama_perumahan,latitude,longitude,link_gmaps
Palembang,Elite,Komplek Yaktapena 1,-2.994598,104.78183,https://www.google.com/maps/place/Komplek+Yaktapena+1/data=!4m7!3m6!1s0x2e3b76274f0142f7:0xcc1128606ab860e4!8m2!3d-2.994598!4d104.78183!16s%2Fg%2F11b7j9y2z_!19sChIJ90IBTyd2Oy4R5GC4amAoEcw?authuser=0&hl=id&rclk=1
Palembang,Elite,Green Center Park / Center Park Harmony Palembang,-2.9565775,104.6802687,https://www.google.com/maps/place/Green+Center+Park+%2F+Center+Park+Harmony+Palembang/data=!4m7!3m6!1s0x2e3b7547aaa96edf:0xa337faabdd020fe5!8m2!3d-2.9565775!4d104.6802687!16s%2Fg%2F11jfjhj_22!19sChIJ326pqkd1Oy4R5Q8C3av6N6M?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan subsidi,-5.401285,105.3156741,https://www.google.com/maps/place/Perumahan+subsidi/data=!4m7!3m6!1s0x2e40dd109618c16b:0x4388af8382b84322!8m2!3d-5.401285!4d105.3156741!16s%2Fg%2F11ncb0scjl!19sChIJa8EYlhDdQC4RIkO4goOviEM?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Beringin Jaya Harmony,-5.406894,105.212358,https://www.google.com/maps/place/Perumahan+Beringin+Jaya+Harmony/data=!4m7!3m6!1s0x2e40d165f0856011:0x3f44e05396dc8787!8m2!3d-5.406894!4d105.212358!16s%2Fg%2F11f5v7sjjv!19sChIJEWCF8GXRQC4Rh4fcllPgRD8?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan GRIYA ELLOK,-5.3922782,105.2017971,https://www.google.com/maps/place/Perumahan+GRIYA+ELLOK/data=!4m7!3m6!1s0x2e40d06bf5fe8277:0x514a726039b28236!8m2!3d-5.3922782!4d105.2017971!16s%2Fg%2F11gdkngm1s!19sChIJd4L-9WvQQC4RNoKyOWBySlE?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Grand Saujana Bandar Lampung,-5.4227804,105.3186902,https://www.google.com/maps/place/Perumahan+Grand+Saujana+Bandar+Lampung/data=!4m7!3m6!1s0x2e40dc7470df5837:0x47172e55f1d47094!8m2!3d-5.4227804!4d105.3186902!16s%2Fg%2F11cs0019k1!19sChIJN1jfcHTcQC4RlHDU8VUuF0c?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Slara Tirtayasa Asri,-5.4116218,105.3183794,https://www.google.com/maps/place/Perumahan+Slara+Tirtayasa+Asri/data=!4m7!3m6!1s0x2e40dd57fcaf9409:0xafbbfd90b63708de!8m2!3d-5.4116218!4d105.3183794!16s%2Fg%2F11fht_db6x!19sChIJCZSv_FfdQC4R3gg3tpD9u68?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,PERUMAHAN SUBSIDI GRAND SULTON GUNUNG LANGGAR,-5.3996927,105.3291018,https://www.google.com/maps/place/PERUMAHAN+SUBSIDI+GRAND+SULTON+GUNUNG+LANGGAR/data=!4m7!3m6!1s0x2e40ddb45c77af75:0x1f140accecb07c26!8m2!3d-5.3996927!4d105.3291018!16s%2Fg%2F11vl220gqq!19sChIJda93XLTdQC4RJnyw7MwKFB8?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Subsidi RumahMurah Lampung,-5.3433742,105.2576804,https://www.google.com/maps/place/Perumahan+Subsidi+RumahMurah+Lampung/data=!4m7!3m6!1s0x2e40c50068fd9549:0x402a8890626e838e!8m2!3d-5.3433742!4d105.2576804!16s%2Fg%2F11xvqbfttj!19sChIJSZX9aADFQC4RjoNuYpCIKkA?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Rekso Bandung Harmony,-5.3677876,105.2641672,https://www.google.com/maps/place/Perumahan+Rekso+Bandung+Harmony/data=!4m7!3m6!1s0x2e40dad525bead5d:0x1007b1217b6f7553!8m2!3d-5.3677876!4d105.2641672!16s%2Fg%2F11d_9gdn5x!19sChIJXa2-JdXaQC4RU3VveyGxBxA?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Griya Palang Besi,-5.4059268,105.2166402,https://www.google.com/maps/place/Perumahan+Griya+Palang+Besi/data=!4m7!3m6!1s0x2e40d07e5439e823:0x26f38b872e80252a!8m2!3d-5.4059268!4d105.2166402!16s%2Fg%2F11cs9_k555!19sChIJI-g5VH7QQC4RKiWALoeL8yY?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,KEMILING VILLAGE,-5.4120803,105.1989554,https://www.google.com/maps/place/KEMILING+VILLAGE/data=!4m7!3m6!1s0x2e40d1c0aea6bce1:0xcae31d18ed5fb9b9!8m2!3d-5.4120803!4d105.1989554!16s%2Fg%2F11gxxvrxq0!19sChIJ4bymrsDRQC4Rublf7Rgd48o?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Subsidi Rakhaland,-5.3998333,105.3357865,https://www.google.com/maps/place/Perumahan+Subsidi+Rakhaland/data=!4m7!3m6!1s0x2e40dd007bfbb9b5:0xa74bcad39b81624c!8m2!3d-5.3998333!4d105.3357865!16s%2Fg%2F11zkp1vgfr!19sChIJtbn7ewDdQC4RTGKBm9PKS6c?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Subsidi RumahMurah Lampung,-5.3885117,105.3299171,https://www.google.com/maps/place/Perumahan+Subsidi+RumahMurah+Lampung/data=!4m7!3m6!1s0x2e40dd0004fb9acf:0x19d27e9e7d7630a6!8m2!3d-5.3885117!4d105.3299171!16s%2Fg%2F11x6z3tb77!19sChIJz5r7BADdQC4RpjB2fZ5-0hk?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Subsidi Jatimulyo(Bcl 2),-5.3276062,105.3107851,https://www.google.com/maps/place/Perumahan+Subsidi+Jatimulyo%28Bcl+2%29/data=!4m7!3m6!1s0x2e40c5e38659a989:0x692dfb0efcc10d73!8m2!3d-5.3276062!4d105.3107851!16s%2Fg%2F11fhv3rqdc!19sChIJialZhuPFQC4Rcw3B_A77LWk?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Indah Sejahtera 1,-5.3909775,105.3059429,https://www.google.com/maps/place/Perumahan+Indah+Sejahtera+1/data=!4m7!3m6!1s0x2e40db644ca759bd:0x9f042379364d7e41!8m2!3d-5.3909775!4d105.3059429!16s%2Fg%2F11bw7sdk9l!19sChIJvVmnTGTbQC4RQX5NNnkjBJ8?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Griya Bina Mitra Familindo,-5.4420641,105.2401663,https://www.google.com/maps/place/Perumahan+Griya+Bina+Mitra+Familindo/data=!4m7!3m6!1s0x2e40db17bd3c9591:0x7ec658982b42d5!8m2!3d-5.4420641!4d105.2401663!16s%2Fg%2F11rfpfd5j5!19sChIJkZU8vRfbQC4R1UIrmFjGfgA?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Ratu Mutiara Indah 1,-5.3501093,105.255034,https://www.google.com/maps/place/Perumahan+Ratu+Mutiara+Indah+1/data=!4m7!3m6!1s0x2e40c5b0aeec7b37:0x98e20027a01f45c2!8m2!3d-5.3501093!4d105.255034!16s%2Fg%2F11nxp0lh4q!19sChIJN3vsrrDFQC4RwkUfoCcA4pg?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Siger Property,-5.3947175,105.2252683,https://www.google.com/maps/place/Siger+Property/data=!4m7!3m6!1s0x2e40da9416e1d921:0xf27f9d3237ff8afa!8m2!3d-5.3947175!4d105.2252683!16s%2Fg%2F11clt8vss7!19sChIJIdnhFpTaQC4R-or_NzKdf_I?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,PERUMAHAN ADILUHUNG 99,-5.3437888,105.257269,https://www.google.com/maps/place/PERUMAHAN+ADILUHUNG+99/data=!4m7!3m6!1s0x2e40c5000308ce7f:0x628af29951f4f4a2!8m2!3d-5.3437888!4d105.257269!16s%2Fg%2F11xt_b1v68!19sChIJf84IAwDFQC4RovT0UZnyimI?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Griya Resik,-5.3932229,105.2323817,https://www.google.com/maps/place/Perumahan+Griya+Resik/data=!4m7!3m6!1s0x2e40da90b6dd275d:0x39b0081b3f048f21!8m2!3d-5.3932229!4d105.2323817!16s%2Fg%2F11c30tm2b5!19sChIJXSfdtpDaQC4RIY8EPxsIsDk?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Subsidi Perdana Residence,-5.294468,105.201958,https://www.google.com/maps/place/Perumahan+Subsidi+Perdana+Residence/data=!4m7!3m6!1s0x2e40cf4ed4b10df9:0xeba7530fa31b5d53!8m2!3d-5.294468!4d105.201958!16s%2Fg%2F11gdknq4rh!19sChIJ-Q2x1E7PQC4RU10bow9Tp-s?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Bumi Sukarame Asri (BSA),-5.3856691,105.3048869,https://www.google.com/maps/place/Perumahan+Bumi+Sukarame+Asri+%28BSA%29/data=!4m7!3m6!1s0x2e40dc9ff1c8bf33:0x3e241aa0b1859728!8m2!3d-5.3856691!4d105.3048869!16s%2Fg%2F11c57pwjm0!19sChIJM7_I8Z_cQC4RKJeFsaAaJD4?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Citra Garden,-5.4462591,105.2443507,https://www.google.com/maps/place/Perumahan+Citra+Garden/data=!4m7!3m6!1s0x2e40da211d9b69b7:0x76f183770e696d17!8m2!3d-5.4462591!4d105.2443507!16s%2Fg%2F11h0t6fch!19sChIJt2mbHSHaQC4RF21pDneD8XY?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Subsidi RumahMurah Lampung,-5.3885117,105.3299171,https://www.google.com/maps/place/Perumahan+Subsidi+RumahMurah+Lampung/data=!4m7!3m6!1s0x2e40dd0004fb9acf:0x19d27e9e7d7630a6!8m2!3d-5.3885117!4d105.3299171!16s%2Fg%2F11x6z3tb77!19sChIJz5r7BADdQC4RpjB2fZ5-0hk?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Rajabasa Raya,-5.3493978,105.2437339,https://www.google.com/maps/place/Perumahan+Rajabasa+Raya/data=!4m7!3m6!1s0x2e40c5400b69505d:0x1e311392e0f6acf1!8m2!3d-5.3493978!4d105.2437339!16s%2Fg%2F11c7szyz3b!19sChIJXVBpC0DFQC4R8az24JITMR4?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Subsidi Griya Cemerlang Residence 1/Tahap 3,-5.400428,105.3283059,https://www.google.com/maps/place/Perumahan+Subsidi+Griya+Cemerlang+Residence+1%2FTahap+3/data=!4m7!3m6!1s0x2e40dd335fc4f33b:0xa101eebcdbcb4318!8m2!3d-5.400428!4d105.3283059!16s%2Fg%2F11yb4t6zh7!19sChIJO_PEXzPdQC4RGEPL27zuAaE?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Bahagia Sejahtera,-5.3684807,105.284212,https://www.google.com/maps/place/Perumahan+Bahagia+Sejahtera/data=!4m7!3m6!1s0x2e40db3481354081:0x97104f61fd5d500b!8m2!3d-5.3684807!4d105.284212!16s%2Fg%2F11g9m2r4hp!19sChIJgUA1gTTbQC4RC1Bd_WFPEJc?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan griya sakti sukadanaham,-5.4185238,105.2153172,https://www.google.com/maps/place/Perumahan+griya+sakti+sukadanaham/data=!4m7!3m6!1s0x2e40db098e7176d3:0xe3db6a031dd13538!8m2!3d-5.4185238!4d105.2153172!16s%2Fg%2F11sj4xwbrt!19sChIJ03ZxjgnbQC4RODXRHQNq2-M?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Subsidi Perdana Residence,-5.294468,105.201958,https://www.google.com/maps/place/Perumahan+Subsidi+Perdana+Residence/data=!4m7!3m6!1s0x2e40cf4ed4b10df9:0xeba7530fa31b5d53!8m2!3d-5.294468!4d105.201958!16s%2Fg%2F11gdknq4rh!19sChIJ-Q2x1E7PQC4RU10bow9Tp-s?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,SAKURA LAND,-5.3908211,105.2013264,https://www.google.com/maps/place/SAKURA+LAND/data=!4m7!3m6!1s0x2e40d154e6bbdd33:0xd4f482b6ae94ba13!8m2!3d-5.3908211!4d105.2013264!16s%2Fg%2F11s1tvlq87!19sChIJM9275lTRQC4RE7qUrraC9NQ?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,TAMAN CINTA RESIDENCE Kemiling bandar lampung,-5.4122251,105.2005208,https://www.google.com/maps/place/TAMAN+CINTA+RESIDENCE+Kemiling+bandar+lampung/data=!4m7!3m6!1s0x2e40d1bde5d54e09:0x935fb0d55d922247!8m2!3d-5.4122251!4d105.2005208!16s%2Fg%2F11llq8_c8l!19sChIJCU7V5b3RQC4RRyKSXdWwX5M?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Green Hill Estate,-5.4011802,105.2358919,https://www.google.com/maps/place/Green+Hill+Estate/data=!4m7!3m6!1s0x2e40da8e93cfcca5:0xb54c975878c6faec!8m2!3d-5.4011802!4d105.2358919!16s%2Fg%2F11bv6pnj13!19sChIJpczPk47aQC4R7PrGeFiXTLU?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Bukit Alam Asri,-5.4520461,105.3251167,https://www.google.com/maps/place/Perumahan+Bukit+Alam+Asri/data=!4m7!3m6!1s0x2e40df04c2b5bc3b:0xf9cb93e40027fc55!8m2!3d-5.4520461!4d105.3251167!16s%2Fg%2F11h6v0w_jz!19sChIJO7y1wgTfQC4RVfwnAOSTy_k?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Subsidi Jatimulyo(Bcl 2),-5.3276062,105.3107851,https://www.google.com/maps/place/Perumahan+Subsidi+Jatimulyo%28Bcl+2%29/data=!4m7!3m6!1s0x2e40c5e38659a989:0x692dfb0efcc10d73!8m2!3d-5.3276062!4d105.3107851!16s%2Fg%2F11fhv3rqdc!19sChIJialZhuPFQC4Rcw3B_A77LWk?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Puri Kampung Baru,-5.3564748,105.2450669,https://www.google.com/maps/place/Puri+Kampung+Baru/data=!4m7!3m6!1s0x2e40c53825592a17:0x84d6454493d8ab2d!8m2!3d-5.3564748!4d105.2450669!16s%2Fg%2F11bw3d5l_b!19sChIJFypZJTjFQC4RLavYk0RF1oQ?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Bunga Panorama,-5.3989721,105.2292713,https://www.google.com/maps/place/Perumahan+Bunga+Panorama/data=!4m7!3m6!1s0x2e40db5e1d382083:0x7d65a332ea44871b!8m2!3d-5.3989721!4d105.2292713!16s%2Fg%2F11fx0f_4l9!19sChIJgyA4HV7bQC4RG4dE6jKjZX0?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Srimulyo Garden,-5.3572694,105.194913,https://www.google.com/maps/place/Perumahan+Srimulyo+Garden/data=!4m7!3m6!1s0x2e40cf32842700bd:0x56144b278539b4dc!8m2!3d-5.3572694!4d105.194913!16s%2Fg%2F11kwmzmvm3!19sChIJvQAnhDLPQC4R3LQ5hSdLFFY?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Mata air residence,-5.3881452,105.2017826,https://www.google.com/maps/place/Mata+air+residence/data=!4m7!3m6!1s0x2e40d102d3143b47:0x2c5da5060e92bdf0!8m2!3d-5.3881452!4d105.2017826!16s%2Fg%2F11fsqjh773!19sChIJRzsU0wLRQC4R8L2SDgalXSw?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Salsabila Residence 2,-5.3493567,105.2539483,https://www.google.com/maps/place/Salsabila+Residence+2/data=!4m7!3m6!1s0x2e40c53cd79f62cd:0xebb0e9df059d4a94!8m2!3d-5.3493567!4d105.2539483!16s%2Fg%2F11cm0ft304!19sChIJzWKf1zzFQC4RlEqdBd_psOs?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Green hill village C10,-5.4013561,105.2237534,https://www.google.com/maps/place/Perumahan+Green+hill+village+C10/data=!4m7!3m6!1s0x2e40db2c28adebe9:0x3cf5a150f387a8ab!8m2!3d-5.4013561!4d105.2237534!16s%2Fg%2F11g0hxv7wn!19sChIJ6eutKCzbQC4Rq6iH81Ch9Tw?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Griya Saka II,-5.3589372,105.2145253,https://www.google.com/maps/place/Griya+Saka+II/data=!4m7!3m6!1s0x2e40cff9d8dcd25b:0x95939d48b716c17e!8m2!3d-5.3589372!4d105.2145253!16s%2Fg%2F11f_8dz024!19sChIJW9Lc2PnPQC4RfsEWt0idk5U?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Griya Bukit Kencana,-5.4089785,105.3193121,https://www.google.com/maps/place/Perumahan+Griya+Bukit+Kencana/data=!4m7!3m6!1s0x2e40dd65fb14b40d:0x16a7c121a6c11904!8m2!3d-5.4089785!4d105.3193121!16s%2Fg%2F11jdcw44l1!19sChIJDbQU-2XdQC4RBBnBpiHBpxY?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Kedaung Indah Permai,-5.414665,105.201138,https://www.google.com/maps/place/Kedaung+Indah+Permai/data=!4m7!3m6!1s0x2e40d15f594ba13d:0xd291cabdb324fcf7!8m2!3d-5.414665!4d105.201138!16s%2Fg%2F11tf_pbyhk!19sChIJPaFLWV_RQC4R9_wks73KkdI?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Happy Hills Jatiwangi Sukabumi,-5.4046502,105.3260238,https://www.google.com/maps/place/Perumahan+Happy+Hills+Jatiwangi+Sukabumi/data=!4m7!3m6!1s0x2e40ddd0b471c953:0xd7681b721a0bdbcb!8m2!3d-5.4046502!4d105.3260238!16s%2Fg%2F11fmgbggfs!19sChIJU8lxtNDdQC4Ry9sLGnIbaNc?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Sabah Balau Residence,-5.3893878,105.3245206,https://www.google.com/maps/place/Perumahan+Sabah+Balau+Residence/data=!4m7!3m6!1s0x2e40dc99e12771b7:0xca8e1bccee0c223a!8m2!3d-5.3893878!4d105.3245206!16s%2Fg%2F11dxrzx8ts!19sChIJt3En4ZncQC4ROiIM7swbjso?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Gunung Langgar Residence,-5.3960851,105.3292926,https://www.google.com/maps/place/Perumahan+Gunung+Langgar+Residence/data=!4m7!3m6!1s0x2e40dd120b24c417:0x53af611b44c1e155!8m2!3d-5.3960851!4d105.3292926!16s%2Fg%2F11qnkj5nml!19sChIJF8QkCxLdQC4RVeHBRBthr1M?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Sentral Sitara,-5.2862829,105.2628402,https://www.google.com/maps/place/Perumahan+Sentral+Sitara/data=!4m7!3m6!1s0x2e40c588baedaba7:0xaf13fb3635c0fe2e!8m2!3d-5.2862829!4d105.2628402!16s%2Fg%2F11f79l3122!19sChIJp6vtuojFQC4RLv7ANTb7E68?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Way Kandis,-5.3609125,105.2874136,https://www.google.com/maps/place/Perumahan+Way+Kandis/data=!4m7!3m6!1s0x2e40c55e382330b9:0x80f93175e2ff6411!8m2!3d-5.3609125!4d105.2874136!16s%2Fg%2F11r5n4td_v!19sChIJuTAjOF7FQC4REWT_4nUx-YA?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Beringin Raya,-5.395757,105.2094645,https://www.google.com/maps/place/Perumahan+Beringin+Raya/data=!4m7!3m6!1s0x2e40d1e275168ef3:0x43bd726a7e11a69a!8m2!3d-5.395757!4d105.2094645!16s%2Fg%2F11mvgptmdk!19sChIJ844WdeLRQC4RmqYRfmpyvUM?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Putra Kedaton Residence,-5.3635737,105.2579837,https://www.google.com/maps/place/Putra+Kedaton+Residence/data=!4m7!3m6!1s0x2e40c52c4fbef5b1:0x6a892d613c2d9030!8m2!3d-5.3635737!4d105.2579837!16s%2Fg%2F11bw50fpqv!19sChIJsfW-TyzFQC4RMJAtPGEtiWo?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,PERUMAHAN SUBSIDI DEJAVU,-5.3296188,105.3615331,https://www.google.com/maps/place/PERUMAHAN+SUBSIDI+DEJAVU/data=!4m7!3m6!1s0x2e40c30005059c4f:0x1bee7c0abbdde801!8m2!3d-5.3296188!4d105.3615331!16s%2Fg%2F11lyt_spyy!19sChIJT5wFBQDDQC4RAejduwp87hs?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Lotus Residence,-5.395006,105.247302,https://www.google.com/maps/place/Perumahan+Lotus+Residence/data=!4m7!3m6!1s0x2e40dbbb42dc9477:0x4d0c109f5403559!8m2!3d-5.395006!4d105.247302!16s%2Fg%2F11s9ff_kx0!19sChIJd5TcQrvbQC4RWTVA9QnB0AQ?authuser=0&hl=id&rclk=1
Bandar Lampung,Subsidi,Perumahan Villa Cendana Asri,-5.3826793,105.2230237,https://www.google.com/maps/place/Perumahan+Villa+Cendana+Asri/data=!4m7!3m6!1s0x2e40dbd949a7d1ad:0x2fc9cdd094e38a7e!8m2!3d-5.3826793!4d105.2230237!16s%2Fg%2F11fs30lvxz!19sChIJrdGnSdnbQC4RforjlNDNyS8?authuser=0&hl=id&rclk=1
Bandar Lampung,Elite,CitraLand Bandar Lampung - Perumahan Eksklusif,-5.4297126,105.2380069,https://www.google.com/maps/place/CitraLand+Bandar+Lampung+-+Perumahan+Eksklusif/data=!4m7!3m6!1s0x2e40da1498bd6e25:0x40ceb1fabfb17332!8m2!3d-5.4297126!4d105.2380069!16s%2Fg%2F11bzq3kkw_!19sChIJJW69mBTaQC4RMnOxv_qxzkA?authuser=0&hl=id&rclk=1
Bandar Lampung,Elite,Perumahan Citra Garden,-5.4462591,105.2443507,https://www.google.com/maps/place/Perumahan+Citra+Garden/data=!4m7!3m6!1s0x2e40da211d9b69b7:0x76f183770e696d17!8m2!3d-5.4462591!4d105.2443507!16s%2Fg%2F11h0t6fch!19sChIJt2mbHSHaQC4RF21pDneD8XY?authuser=0&hl=id&rclk=1
Bandar Lampung,Elite,Cluster MichelAngelo - CitraLand Bandar Lampung,-5.4266095,105.2388076,https://www.google.com/maps/place/Cluster+MichelAngelo+-+CitraLand+Bandar+Lampung/data=!4m7!3m6!1s0x2e40db6d7d3e0659:0xaa3e4601851cef6!8m2!3d-5.4266095!4d105.2388076!16s%2Fg%2F11h6tzchtc!19sChIJWQY-fW3bQC4R9s5RGGDkowo?authuser=0&hl=id&rclk=1
Bandar Lampung,Elite,Emerald Hill Residence,-5.4691551,105.2444402,https://www.google.com/maps/place/Emerald+Hill+Residence/data=!4m7!3m6!1s0x2e40d9bf9392b063:0x5bf3b20f7636da16!8m2!3d-5.4691551!4d105.2444402!16s%2Fg%2F11cm4bc9fx!19sChIJY7CSk7_ZQC4RFto2dg-y81s?authuser=0&hl=id&rclk=1
Bandar Lampung,Elite,CITRA GARDEN BANDAR LAMPUNG,-5.4448371,105.2463672,https://www.google.com/maps/place/CITRA+GARDEN+BANDAR+LAMPUNG/data=!4m7!3m6!1s0x2e40db1597267569:0x3f5767fccf980036!8m2!3d-5.4448371!4d105.2463672!16s%2Fg%2F11h143vg87!19sChIJaXUmlxXbQC4RNgCYz_xnVz8?authuser=0&hl=id&rclk=1
Bandar Lampung,Elite,Perumahan Rasuna Hills Residence,-5.4308271,105.257616,https://www.google.com/maps/place/Perumahan+Rasuna+Hills+Residence/data=!4m7!3m6!1s0x2e40da364d5c8583:0x324dd4b320f073c5!8m2!3d-5.4308271!4d105.257616!16s%2Fg%2F11g6mklckg!19sChIJg4VcTTbaQC4RxXPwILPUTTI?authuser=0&hl=id&rclk=1
Bandar Lampung,Elite,Perumahan Indah Sejahtera 1,-5.3909775,105.3059429,https://www.google.com/maps/place/Perumahan+Indah+Sejahtera+1/data=!4m7!3m6!1s0x2e40db644ca759bd:0x9f042379364d7e41!8m2!3d-5.3909775!4d105.3059429!16s%2Fg%2F11bw7sdk9l!19sChIJvVmnTGTbQC4RQX5NNnkjBJ8?authuser=0&hl=id&rclk=1
Bandar Lampung,Elite,KAWASAN elit,-5.4868813,105.3265285,https://www.google.com/maps/place/KAWASAN+elit/data=!4m7!3m6!1s0x2e40dff2ee5c449d:0x560b5d431385f8a!8m2!3d-5.4868813!4d105.3265285!16s%2Fg%2F11s9cx_tln!19sChIJnURc7vLfQC4Ril84MdS1YAU?authuser=0&hl=id&rclk=1
Bandar Lampung,Elite,Casalira Residence,-5.3727856,105.2189624,https://www.google.com/maps/place/Casalira+Residence/data=!4m7!3m6!1s0x2e40daaa86a102bf:0xfbea9d93adecc467!8m2!3d-5.3727856!4d105.2189624!16s%2Fg%2F11cknwf_v_!19sChIJvwKhhqraQC4RZ8TsrZOd6vs?authuser=0&hl=id&rclk=1
Bandar Lampung,Elite,Perumahan Villa Citra 1,-5.4043621,105.2753151,https://www.google.com/maps/place/Perumahan+Villa+Citra+1/data=!4m7!3m6!1s0x2e40db0794242511:0x3b4016f61a6b0566!8m2!3d-5.4043621!4d105.2753151!16s%2Fg%2F11bxfkn7zy!19sChIJESUklAfbQC4RZgVrGvYWQDs?authuser=0&hl=id&rclk=1
Bandar Lampung,Elite,Perumahan Mandala Bukit Berlian,-5.4281991,105.2459896,https://www.google.com/maps/place/Perumahan+Mandala+Bukit+Berlian/data=!4m7!3m6!1s0x2e40da3f7f9ab7a9:0x5a41718a513345dd!8m2!3d-5.4281991!4d105.2459896!16s%2Fg%2F11fzf49w3h!19sChIJqbeafz_aQC4R3UUzUYpxQVo?authuser=0&hl=id&rclk=1
Bandar Lampung,Elite,Perumahan Elite Gunter,-5.3804453,105.2373364,https://www.google.com/maps/place/Perumahan+Elite+Gunter/data=!4m7!3m6!1s0x2e40db452d4bfec7:0xc372ec097e67bdd3!8m2!3d-5.3804453!4d105.2373364!16s%2Fg%2F11g2xrkxd5!19sChIJx_5LLUXbQC4R071nfgnscsM?authuser=0&hl=id&rclk=1
Bandar Lampung,Elite,Perumahan Bumi Asri,-5.4135822,105.2853841,https://www.google.com/maps/place/Perumahan+Bumi+Asri/data=!4m7!3m6!1s0x2e40dba245caff99:0x4f4d54e924e8bfde!8m2!3d-5.4135822!4d105.2853841!16s%2Fg%2F11bxwd4w1m!19sChIJmf_KRaLbQC4R3r_oJOlUTU8?authuser=0&hl=id&rclk=1
Bandar Lampung,Elite,Perumahan Citra Residence,-5.3888795,105.2293959,https://www.google.com/maps/place/Perumahan+Citra+Residence/data=!4m7!3m6!1s0x2e40da986c0ed55d:0xa29dd70511bd867c!8m2!3d-5.3888795!4d105.2293959!16s%2Fg%2F11dxbhc9yj!19sChIJXdUObJjaQC4RfIa9EQXXnaI?authuser=0&hl=id&rclk=1
Bandar Lampung,Elite,Perumahan Kampoeng Eldorado,-5.3669042,105.2565775,https://www.google.com/maps/place/Perumahan+Kampoeng+Eldorado/data=!4m7!3m6!1s0x2e40dad2d3124f33:0x9b0ef7b0323aacb7!8m2!3d-5.3669042!4d105.2565775!16s%2Fg%2F1pzsf16dr!19sChIJM08S09LaQC4Rt6w6MrD3Dps?authuser=0&hl=id&rclk=1
