pulau_kota,kategori,nama_perumahan,latitude,longitude,link_gmaps
Cirebon,Subsidi,Perumahan Alam Asri Ciledug,-6.9094705,108.7339005,https://www.google.com/maps/place/Perumahan+Alam+Asri+Ciledug/data=!4m7!3m6!1s0x2e6f08c25787dca9:0x2e4bb38659036a45!8m2!3d-6.9094705!4d108.7339005!16s%2Fg%2F11dfhz02b2!19sChIJqdyHV8IIby4RRWoDWYazSy4?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Perumahan Griya Indah Jati,-6.6690708,108.5468402,https://www.google.com/maps/place/Perumahan+Griya+Indah+Jati/data=!4m7!3m6!1s0x2e6ee34ba003a403:0xdcd55808d8018948!8m2!3d-6.6690708!4d108.5468402!16s%2Fg%2F11nmqzpy7h!19sChIJA6QDoEvjbi4RSIkB2AhY1dw?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Bumi Asri Pamijahan,-6.7363721,108.4682308,https://www.google.com/maps/place/Bumi+Asri+Pamijahan/data=!4m7!3m6!1s0x2e6f1fd41fed4423:0xc330400b611dc382!8m2!3d-6.7363721!4d108.4682308!16s%2Fg%2F11bz0p6vg_!19sChIJI0TtH9Qfby4RgsMdYQtAMMM?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Perumahan Taman Pandan Wangi,-6.7700399,108.5442262,https://www.google.com/maps/place/Perumahan+Taman+Pandan+Wangi/data=!4m7!3m6!1s0x2e6f1c353b17e72b:0xcc75268f9af1f304!8m2!3d-6.7700399!4d108.5442262!16s%2Fg%2F11ggs2x4p4!19sChIJK-cXOzUcby4RBPPxmo8mdcw?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Green Plumbon Residence,-6.7232924,108.4603926,https://www.google.com/maps/place/Green+Plumbon+Residence/data=!4m7!3m6!1s0x2e6ee1c7092e4f3b:0xaaa6e038d5a66199!8m2!3d-6.7232924!4d108.4603926!16s%2Fg%2F11j1j6t0g2!19sChIJO08uCcfhbi4RmWGm1Tjgpqo?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Perumahan graha keandra,-6.7715212,108.5491816,https://www.google.com/maps/place/Perumahan+graha+keandra/data=!4m7!3m6!1s0x2e6f1da95dd78183:0x748a898a741c2207!8m2!3d-6.7715212!4d108.5491816!16s%2Fg%2F11t7d4k1rv!19sChIJg4HXXakdby4RByIcdIqJinQ?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Perumahan Graha Permai Pamijahan,-6.7352313,108.4721854,https://www.google.com/maps/place/Perumahan+Graha+Permai+Pamijahan/data=!4m7!3m6!1s0x2e6f1fd3ecb9f0eb:0xefedb55ca75885f7!8m2!3d-6.7352313!4d108.4721854!16s%2Fg%2F11gfnb97wk!19sChIJ6_C57NMfby4R94VYp1y17e8?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Perumahan Graha Nuansa Pilang,-6.7026235,108.5334508,https://www.google.com/maps/place/Perumahan+Graha+Nuansa+Pilang/data=!4m7!3m6!1s0x2e6ee37d3b04b1b9:0x7fa1d77f0f5fd8a3!8m2!3d-6.7026235!4d108.5334508!16s%2Fg%2F11hz5_m2rq!19sChIJubEEO33jbi4Ro9hfD3_XoX8?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Perumahan Mutiara Gebang,-6.8203623,108.7215609,https://www.google.com/maps/place/Perumahan+Mutiara+Gebang/data=!4m7!3m6!1s0x2e6f07b2c57f7f71:0x3524e3cf48b9530a!8m2!3d-6.8203623!4d108.7215609!16s%2Fg%2F11fc8_9qy2!19sChIJcX9_xbIHby4RClO5SM_jJDU?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Perumahan Puri Indah Residence,-6.7510161,108.5745163,https://www.google.com/maps/place/Perumahan+Puri+Indah+Residence/data=!4m7!3m6!1s0x2e6f1d0beca12eab:0x8255efc6cba3aafc!8m2!3d-6.7510161!4d108.5745163!16s%2Fg%2F11dym1nm_f!19sChIJqy6h7Asdby4R_Kqjy8bvVYI?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Perumahan Subsidi Kota Impian Cigasong,-6.8264727,108.2581354,https://www.google.com/maps/place/Perumahan+Subsidi+Kota+Impian+Cigasong/data=!4m7!3m6!1s0x2e6f25374be42d1b:0xdcc3da0921ba97b9!8m2!3d-6.8264727!4d108.2581354!16s%2Fg%2F11k9lhqy5f!19sChIJGy3kSzclby4RuZe6IQnaw9w?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Perumahan Nirwana Village,-6.686829,108.5115783,https://www.google.com/maps/place/Perumahan+Nirwana+Village/data=!4m7!3m6!1s0x2e6ee17822e77733:0xd7cfd533348a9edb!8m2!3d-6.686829!4d108.5115783!16s%2Fg%2F11f111msh1!19sChIJM3fnInjhbi4R256KNDPVz9c?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Perumahan Subsidi Kota Impian Cijati Majalengka,-6.81525,108.2046111,https://www.google.com/maps/place/Perumahan+Subsidi+Kota+Impian+Cijati+Majalengka/data=!4m7!3m6!1s0x2e6f29004793a201:0x652f325291092bd8!8m2!3d-6.81525!4d108.2046111!16s%2Fg%2F11vs7_g4by!19sChIJAaKTRwApby4R2CsJkVIyL2U?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Griya Halimpu Indah,-6.8381367,108.521937,https://www.google.com/maps/place/Griya+Halimpu+Indah/data=!4m7!3m6!1s0x2e6f1be1c5ad0a25:0xcf98b006780ba507!8m2!3d-6.8381367!4d108.521937!16s%2Fg%2F11llgqp97t!19sChIJJQqtxeEbby4RB6ULeAawmM8?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Lovina Village,-6.6938542,108.5337336,https://www.google.com/maps/place/Lovina+Village/data=!4m7!3m6!1s0x2e6ee22b92f1e2cf:0x1f564475d6a65b89!8m2!3d-6.6938542!4d108.5337336!16s%2Fg%2F11bw471bbv!19sChIJz-Lxkivibi4RiVum1nVEVh8?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Lastri rumah subsidi criebon,-6.6987758,108.4996345,https://www.google.com/maps/place/Lastri+rumah+subsidi+criebon/data=!4m7!3m6!1s0x2e6ee15c7c26cfed:0x3522bd07cf14d6ed!8m2!3d-6.6987758!4d108.4996345!16s%2Fg%2F11rhvr_pvm!19sChIJ7c8mfFzhbi4R7dYUzwe9IjU?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Grand Firdaus Argasunya,-6.7809483,108.5550932,https://www.google.com/maps/place/Grand+Firdaus+Argasunya/data=!4m7!3m6!1s0x2e6f1dfb996ad147:0x3da0361f89d739d9!8m2!3d-6.7809483!4d108.5550932!16s%2Fg%2F11vz48p1v3!19sChIJR9Fqmfsdby4R2TnXiR82oD0?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,BEBER GRAND ESTATE,-6.8330268,108.5242739,https://www.google.com/maps/place/BEBER+GRAND+ESTATE/data=!4m7!3m6!1s0x2e6f19600445d563:0xaf1098bea2848ddb!8m2!3d-6.8330268!4d108.5242739!16s%2Fg%2F11g6987q7d!19sChIJY9VFBGAZby4R242Eor6YEK8?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Perumahan Permata Asri Plered,-6.6857597,108.5123605,https://www.google.com/maps/place/Perumahan+Permata+Asri+Plered/data=!4m7!3m6!1s0x2e6ee1784e6102d7:0x8dc5bb29cea559f4!8m2!3d-6.6857597!4d108.5123605!16s%2Fg%2F11c20c34zm!19sChIJ1wJhTnjhbi4R9Fmlzim7xY0?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Batik Residence Cirebon,-6.7646477,108.520648,https://www.google.com/maps/place/Batik+Residence+Cirebon/data=!4m7!3m6!1s0x2e6f1f7161bca063:0xf5e098852617b541!8m2!3d-6.7646477!4d108.520648!16s%2Fg%2F11h4nb9yjw!19sChIJY6C8YXEfby4RQbUXJoWY4PU?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Perumahan Green Watubelah,-6.7409512,108.4905159,https://www.google.com/maps/place/Perumahan+Green+Watubelah/data=!4m7!3m6!1s0x2e6f1e3ad416fd03:0xcc8c6fdcb0367736!8m2!3d-6.7409512!4d108.4905159!16s%2Fg%2F11dyxn6m5z!19sChIJA_0W1Doeby4RNnc2sNxvjMw?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Taman Kusuma,-6.8027805,108.6185313,https://www.google.com/maps/place/Taman+Kusuma/data=!4m7!3m6!1s0x2e6f03362fbb5835:0x7c04ba9c5fea7afb!8m2!3d-6.8027805!4d108.6185313!16s%2Fg%2F11fttsgljt!19sChIJNVi7LzYDby4R-3rqX5y6BHw?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Perumahan Nuansa Arrafa,-6.7683729,108.5399755,https://www.google.com/maps/place/Perumahan+Nuansa+Arrafa/data=!4m7!3m6!1s0x2e6f1d9a49b9e757:0xe3659bcc9431aaa!8m2!3d-6.7683729!4d108.5399755!16s%2Fg%2F11h5rzsz6t!19sChIJV-e5SZodby4RqhpDybxZNg4?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Perumahan Pesona Kahuripan Surapandan,-6.7704388,108.5445521,https://www.google.com/maps/place/Perumahan+Pesona+Kahuripan+Surapandan/data=!4m7!3m6!1s0x2e6f1d19c3158d19:0x2b17d5d35c9fb862!8m2!3d-6.7704388!4d108.5445521!16s%2Fg%2F11j8mtn501!19sChIJGY0Vwxkdby4RYrifXNPVFys?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Perumahan Sanur,-6.7152779,108.4956631,https://www.google.com/maps/place/Perumahan+Sanur/data=!4m7!3m6!1s0x2e6ee1c3d2753ea9:0x3443fb3f84bf4997!8m2!3d-6.7152779!4d108.4956631!16s%2Fg%2F11c53c0488!19sChIJqT510sPhbi4Rl0m_hD_7QzQ?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Perumahan Wijayaland Watubelah,-6.7414051,108.5066742,https://www.google.com/maps/place/Perumahan+Wijayaland+Watubelah/data=!4m7!3m6!1s0x2e6f1f0010b1dcdb:0x405a745dfdfc5d27!8m2!3d-6.7414051!4d108.5066742!16s%2Fg%2F11w9v0xbpr!19sChIJ29yxEAAfby4RJ138_V10WkA?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Perumahan Griya Taman Once,-6.8525639,108.6611697,https://www.google.com/maps/place/Perumahan+Griya+Taman+Once/data=!4m7!3m6!1s0x2e6f05ba8ae54ad9:0x77a239755debd457!8m2!3d-6.8525639!4d108.6611697!16s%2Fg%2F11gnphv0nt!19sChIJ2UrliroFby4RV9TrXXU5onc?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,PERUMAHAN IBADA LESTARI (Imperial),-6.6993317,108.4454465,https://www.google.com/maps/place/PERUMAHAN+IBADA+LESTARI+%28Imperial%29/data=!4m7!3m6!1s0x2e6ee065d7986a5d:0xd1170e4be4b0f8d4!8m2!3d-6.6993317!4d108.4454465!16s%2Fg%2F11f_b_b_80!19sChIJXWqY12Xgbi4R1Piw5EsOF9E?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Grosir Chiki Snack,-6.7729189,108.5152103,https://www.google.com/maps/place/Grosir+Chiki+Snack/data=!4m7!3m6!1s0x2e6f1e81a023ddd7:0x2783d85d8a4f02e8!8m2!3d-6.7729189!4d108.5152103!16s%2Fg%2F11bw47k18r!19sChIJ190joIEeby4R6AJPil3Ygyc?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Graha Nuansa Pilang Cirebon,-6.7025081,108.5324516,https://www.google.com/maps/place/Graha+Nuansa+Pilang+Cirebon/data=!4m7!3m6!1s0x2e6ee3b73eee68c3:0x25e8838d86cb534a!8m2!3d-6.7025081!4d108.5324516!16s%2Fg%2F11h75jvcyy!19sChIJw2juPrfjbi4RSlPLho2D6CU?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Perumahan Griya Ciledug Indah,-6.8887597,108.7599505,https://www.google.com/maps/place/Perumahan+Griya+Ciledug+Indah/data=!4m7!3m6!1s0x2e6f0887492878c3:0xf6009fd1f5d94cdd!8m2!3d-6.8887597!4d108.7599505!16s%2Fg%2F11g02sxlxj!19sChIJw3goSYcIby4R3UzZ9dGfAPY?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Perumahan Pamengkang HARMONI,-6.7678929,108.555354,https://www.google.com/maps/place/Perumahan+Pamengkang+HARMONI/data=!4m7!3m6!1s0x2e6f1db2d68a3267:0x6fef3d0b0931ead0!8m2!3d-6.7678929!4d108.555354!16s%2Fg%2F11f3rr9rr1!19sChIJZzKK1rIdby4R0OoxCQs9728?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Taman Cherry Cirebon 1,-6.7620717,108.5916121,https://www.google.com/maps/place/Taman+Cherry+Cirebon+1/data=!4m7!3m6!1s0x2e6f1d1f07d3e8db:0x1a57a169fc7b5997!8m2!3d-6.7620717!4d108.5916121!16s%2Fg%2F11g6j85sm5!19sChIJ2-jTBx8dby4Rl1l7_GmhVxo?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Grand Metro Pamengkang,-6.7709481,108.5611501,https://www.google.com/maps/place/Grand+Metro+Pamengkang/data=!4m7!3m6!1s0x2e6f1d227712d7f3:0xba6182dcecf9aea5!8m2!3d-6.7709481!4d108.5611501!16s%2Fg%2F11gnq8mk__!19sChIJ89cSdyIdby4Rpa757NyCYbo?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Perumahan The GARDENS Cirebon,-6.7525378,108.5257221,https://www.google.com/maps/place/Perumahan+The+GARDENS+Cirebon/data=!4m7!3m6!1s0x2e6f1ddee210ad7b:0xbcfcdee4939702b5!8m2!3d-6.7525378!4d108.5257221!16s%2Fg%2F11b6q794xg!19sChIJe60Q4t4dby4RtQKXk-Te_Lw?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,GRAND CILEDUG RAYA,-6.8827753,108.7385076,https://www.google.com/maps/place/GRAND+CILEDUG+RAYA/data=!4m7!3m6!1s0x2e6f07cc38f3d6c7:0xd929a9fe3b407ff7!8m2!3d-6.8827753!4d108.7385076!16s%2Fg%2F11tfjrs3g1!19sChIJx9bzOMwHby4R939AO_6pKdk?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Trusmiland Arjawinangun 1 tahap 3,-6.6434962,108.4213894,https://www.google.com/maps/place/Trusmiland+Arjawinangun+1+tahap+3/data=!4m7!3m6!1s0x2e6edd101e8c1fcf:0xf5d77c1282b85897!8m2!3d-6.6434962!4d108.4213894!16s%2Fg%2F11sf26rlfb!19sChIJzx-MHhDdbi4Rl1i4ghJ81_U?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,TRUSMILAND KOMERSIL KLAYAN CIREBON,-6.6836529,108.5413661,https://www.google.com/maps/place/TRUSMILAND+KOMERSIL+KLAYAN+CIREBON/data=!4m7!3m6!1s0x2e6ee37ebd78aead:0x4d42ffba885ff261!8m2!3d-6.6836529!4d108.5413661!16s%2Fg%2F11h2qsfrwt!19sChIJra54vX7jbi4RYfJfiLr_Qk0?authuser=0&hl=id&rclk=1
Cirebon,Subsidi,Cikago Residence,-6.8336246,108.529521,https://www.google.com/maps/place/Cikago+Residence/data=!4m7!3m6!1s0x2e6f1b66f554ce75:0x58353ab9d90bec42!8m2!3d-6.8336246!4d108.529521!16s%2Fg%2F11tm_l5bt_!19sChIJdc5U9WYbby4RQuwL2bk6NVg?authuser=0&hl=id&rclk=1
Cirebon,Elite,Kantor Pemasaran Verona Hills Cirebon,-6.7657593,108.5261209,https://www.google.com/maps/place/Kantor+Pemasaran+Verona+Hills+Cirebon/data=!4m7!3m6!1s0x2e6f1dd4364bb047:0x1ca4930a486850fb!8m2!3d-6.7657593!4d108.5261209!16s%2Fg%2F11bzrq6_fg!19sChIJR7BLNtQdby4R-1BoSAqTpBw?authuser=0&hl=id&rclk=1
Cirebon,Elite,Greenland Sendang Residence,-6.760294,108.5016078,https://www.google.com/maps/place/Greenland+Sendang+Residence/data=!4m7!3m6!1s0x2e6f1e68512ef967:0x365069b4a692098f!8m2!3d-6.760294!4d108.5016078!16s%2Fg%2F11csqkh5l3!19sChIJZ_kuUWgeby4RjwmSprRpUDY?authuser=0&hl=id&rclk=1
Cirebon,Elite,PERUMAHAN KARISMA RESIDENCE CIREBON,-6.7330132,108.5187601,https://www.google.com/maps/place/PERUMAHAN+KARISMA+RESIDENCE+CIREBON/data=!4m7!3m6!1s0x2e6f1e011ceaaf01:0x4419beab5401083e!8m2!3d-6.7330132!4d108.5187601!16s%2Fg%2F11c5j4hz1b!19sChIJAa_qHAEeby4RPggBVKu-GUQ?authuser=0&hl=id&rclk=1
Cirebon,Elite,Kedawung Regency 3,-6.7332948,108.5190704,https://www.google.com/maps/place/Kedawung+Regency+3/data=!4m7!3m6!1s0x2e6f1f68b4e5c2db:0x24c891e68a7c906!8m2!3d-6.7332948!4d108.5190704!16s%2Fg%2F11spn2l3hn!19sChIJ28LltGgfby4RBsmnaB6JTAI?authuser=0&hl=id&rclk=1
Cirebon,Elite,Perumahan The GARDENS Cirebon,-6.7525378,108.5257221,https://www.google.com/maps/place/Perumahan+The+GARDENS+Cirebon/data=!4m7!3m6!1s0x2e6f1ddee210ad7b:0xbcfcdee4939702b5!8m2!3d-6.7525378!4d108.5257221!16s%2Fg%2F11b6q794xg!19sChIJe60Q4t4dby4RtQKXk-Te_Lw?authuser=0&hl=id&rclk=1
Cirebon,Elite,The Premiere Cirebon,-6.7381809,108.5352788,https://www.google.com/maps/place/The+Premiere+Cirebon/data=!4m7!3m6!1s0x2e6f1df01b7a5307:0xbadc7e4056724bf3!8m2!3d-6.7381809!4d108.5352788!16s%2Fg%2F11c7t0x2qx!19sChIJB1N6G_Adby4R80tyVkB-3Lo?authuser=0&hl=id&rclk=1
Cirebon,Elite,Perumahan Teras Bali Regency,-6.7460053,108.5235112,https://www.google.com/maps/place/Perumahan+Teras+Bali+Regency/data=!4m7!3m6!1s0x2e6f1de1c5a94edf:0x1e0596d37e30dd02!8m2!3d-6.7460053!4d108.5235112!16s%2Fg%2F11gf95g8wv!19sChIJ306pxeEdby4RAt0wftOWBR4?authuser=0&hl=id&rclk=1
Cirebon,Elite,Cari Rumah Cirebon Jeh,-6.7598387,108.552296,https://www.google.com/maps/place/Cari+Rumah+Cirebon+Jeh/data=!4m7!3m6!1s0x2e6f1de10e62fae3:0x86cd3db3df1a9c85!8m2!3d-6.7598387!4d108.552296!16s%2Fg%2F11qm63qh8w!19sChIJ4_piDuEdby4RhZwa37M9zYY?authuser=0&hl=id&rclk=1
Cirebon,Elite,Citra Pemuda Regency,-6.7347678,108.5427402,https://www.google.com/maps/place/Citra+Pemuda+Regency/data=!4m7!3m6!1s0x2e6f1df377f29c5f:0xe31953e35c5b4c40!8m2!3d-6.7347678!4d108.5427402!16s%2Fg%2F11c45tr6qr!19sChIJX5zyd_Mdby4RQExbXONTGeM?authuser=0&hl=id&rclk=1
Cirebon,Elite,Perumahan Graha Estetika Cirebon,-6.7285445,108.5228313,https://www.google.com/maps/place/Perumahan+Graha+Estetika+Cirebon/data=!4m7!3m6!1s0x2e6ee200047aa083:0x38c5d5bc8d1d82e2!8m2!3d-6.7285445!4d108.5228313!16s%2Fg%2F11dftrpp6g!19sChIJg6B6BADibi4R4oIdjbzVxTg?authuser=0&hl=id&rclk=1
Cirebon,Elite,Kinaya Residence Cirebon Official,-6.7354542,108.5176264,https://www.google.com/maps/place/Kinaya+Residence+Cirebon+Official/data=!4m7!3m6!1s0x2e6f1fec796619e7:0x206103a1550fbf0!8m2!3d-6.7354542!4d108.5176264!16s%2Fg%2F11p9d0clkl!19sChIJ5xlmeewfby4R8PtQFToQBgI?authuser=0&hl=id&rclk=1
Cirebon,Elite,Official Kantor Pemasaran CitraLand Cirebon,-6.7565184,108.5585451,https://www.google.com/maps/place/Official+Kantor+Pemasaran+CitraLand+Cirebon/data=!4m7!3m6!1s0x2e6f1da52bce2657:0x81d2b75d6630cfba!8m2!3d-6.7565184!4d108.5585451!16s%2Fg%2F11bw5wylgd!19sChIJVybOK6Udby4Rus8wZl230oE?authuser=0&hl=id&rclk=1
Cirebon,Elite,Perumahan Taman Cipto,-6.7204166,108.5499434,https://www.google.com/maps/place/Perumahan+Taman+Cipto/data=!4m7!3m6!1s0x2e6ee3fc22758651:0xab66c9d9ab8bd793!8m2!3d-6.7204166!4d108.5499434!16s%2Fg%2F11hz5sxgjg!19sChIJUYZ1Ivzjbi4Rk9eLq9nJZqs?authuser=0&hl=id&rclk=1
Cirebon,Elite,Perumahan Taman Pulomas,-6.712406,108.5278117,https://www.google.com/maps/place/Perumahan+Taman+Pulomas/data=!4m7!3m6!1s0x2e6ee21eb9e5c2a1:0x9880ab54f396c7f8!8m2!3d-6.712406!4d108.5278117!16s%2Fg%2F11fz9z43qm!19sChIJocLluR7ibi4R-MeW81SrgJg?authuser=0&hl=id&rclk=1
Cirebon,Elite,Adora Residence cempaka kedawung,-6.7486632,108.5120675,https://www.google.com/maps/place/Adora+Residence+cempaka+kedawung/data=!4m7!3m6!1s0x2e6f1e0d3f7dc957:0x2e937d969c6507e7!8m2!3d-6.7486632!4d108.5120675!16s%2Fg%2F11gfkgf_d7!19sChIJV8l9Pw0eby4R5wdlnJZ9ky4?authuser=0&hl=id&rclk=1
Cirebon,Elite,Kompleks Taman Cipto,-6.7211481,108.5412828,https://www.google.com/maps/place/Kompleks+Taman+Cipto/data=!4m7!3m6!1s0x2e6ee3385682f7e1:0xa33eed5668754ae9!8m2!3d-6.7211481!4d108.5412828!16s%2Fg%2F11gxvtpdq2!19sChIJ4feCVjjjbi4R6Up1aFbtPqM?authuser=0&hl=id&rclk=1
Cirebon,Elite,Pegambiran Residence Cluster Oasis,-6.7322786,108.5672238,https://www.google.com/maps/place/Pegambiran+Residence+Cluster+Oasis/data=!4m7!3m6!1s0x2e6f1d0ffe60bcff:0x8d383637f9624607!8m2!3d-6.7322786!4d108.5672238!16s%2Fg%2F11gj13c87s!19sChIJ_7xg_g8dby4RB0Zi-Tc2OI0?authuser=0&hl=id&rclk=1
Cirebon,Elite,Perumahan Puri Sejahtera,-6.7294538,108.5464887,https://www.google.com/maps/place/Perumahan+Puri+Sejahtera/data=!4m7!3m6!1s0x2e6f1d8ab498a535:0x78ca2870e24f6aef!8m2!3d-6.7294538!4d108.5464887!16s%2Fg%2F11c1vmrflz!19sChIJNaWYtIodby4R72pP4nAoyng?authuser=0&hl=id&rclk=1
Cirebon,Elite,Perumahan Griya Family - Ohana Cluster Cirebon,-6.7255254,108.5423815,https://www.google.com/maps/place/Perumahan+Griya+Family+-+Ohana+Cluster+Cirebon/data=!4m7!3m6!1s0x2e6ee362c455861d:0x1077cccc8233f91a!8m2!3d-6.7255254!4d108.5423815!16s%2Fg%2F11j4kby6z4!19sChIJHYZVxGLjbi4RGvkzgszMdxA?authuser=0&hl=id&rclk=1
Cirebon,Elite,Sultan Residence Kedawung,-6.7369921,108.5179448,https://www.google.com/maps/place/Sultan+Residence+Kedawung/data=!4m7!3m6!1s0x2e6f1e0684c5d98d:0x130339ef5547eb8a!8m2!3d-6.7369921!4d108.5179448!16s%2Fg%2F1hc1kz1d_!19sChIJjdnFhAYeby4RiutHVe85AxM?authuser=0&hl=id&rclk=1
Cirebon,Elite,Perumahan Palm Regency,-6.7147557,108.5404986,https://www.google.com/maps/place/Perumahan+Palm+Regency/data=!4m7!3m6!1s0x2e6ee213d83b82a7:0xa20cb2bf3ad0dbbe!8m2!3d-6.7147557!4d108.5404986!16s%2Fg%2F11dfq5tk_l!19sChIJp4I72BPibi4RvtvQOr-yDKI?authuser=0&hl=id&rclk=1
Cirebon,Elite,Perumahan Griya Family - Ohana Cluster Cirebon,-6.7255254,108.5423815,https://www.google.com/maps/place/Perumahan+Griya+Family+-+Ohana+Cluster+Cirebon/data=!4m7!3m6!1s0x2e6ee362c455861d:0x1077cccc8233f91a!8m2!3d-6.7255254!4d108.5423815!16s%2Fg%2F11j4kby6z4!19sChIJHYZVxGLjbi4RGvkzgszMdxA?authuser=0&hl=id&rclk=1
Cirebon,Elite,Batik Residence Cirebon,-6.7646477,108.520648,https://www.google.com/maps/place/Batik+Residence+Cirebon/data=!4m7!3m6!1s0x2e6f1f7161bca063:0xf5e098852617b541!8m2!3d-6.7646477!4d108.520648!16s%2Fg%2F11h4nb9yjw!19sChIJY6C8YXEfby4RQbUXJoWY4PU?authuser=0&hl=id&rclk=1
Cirebon,Elite,Pegambiran Recydent,-6.7337421,108.5641061,https://www.google.com/maps/place/Pegambiran+Recydent/data=!4m7!3m6!1s0x2e6f1d83e99948c1:0xf98376197c4b4831!8m2!3d-6.7337421!4d108.5641061!16s%2Fg%2F11gd709_cr!19sChIJwUiZ6YMdby4RMUhLfBl2g_k?authuser=0&hl=id&rclk=1
Cirebon,Elite,PURI INDAH REGENCY,-6.7055139,108.5390665,https://www.google.com/maps/place/PURI+INDAH+REGENCY/data=!4m7!3m6!1s0x2e6ee23dca894f5d:0x87c37d7386502173!8m2!3d-6.7055139!4d108.5390665!16s%2Fg%2F11cs3gm_3h!19sChIJXU-Jyj3ibi4RcyFQhnN9w4c?authuser=0&hl=id&rclk=1
Cirebon,Elite,Greenland Kalijaga,-6.7643057,108.5563195,https://www.google.com/maps/place/Greenland+Kalijaga/data=!4m7!3m6!1s0x2e6f1dbceec2f2cb:0x43b0bd7929eb1af3!8m2!3d-6.7643057!4d108.5563195!16s%2Fg%2F11p3h1m272!19sChIJy_LC7rwdby4R8xrrKXm9sEM?authuser=0&hl=id&rclk=1
Cirebon,Elite,Greenland Royal Residence,-6.7527958,108.508978,https://www.google.com/maps/place/Greenland+Royal+Residence/data=!4m7!3m6!1s0x2e6f1f36ea6f949b:0x5d590814955145b4!8m2!3d-6.7527958!4d108.508978!16s%2Fg%2F11rbwqszq9!19sChIJm5Rv6jYfby4RtEVRlRQIWV0?authuser=0&hl=id&rclk=1
Cirebon,Elite,Cluster Graha Pitaloka,-6.7443556,108.5369026,https://www.google.com/maps/place/Cluster+Graha+Pitaloka/data=!4m7!3m6!1s0x2e6f1de8e85d4a5d:0x72f182a82f24c140!8m2!3d-6.7443556!4d108.5369026!16s%2Fg%2F11b8v4sr_1!19sChIJXUpd6Ogdby4RQMEkL6iC8XI?authuser=0&hl=id&rclk=1
Cirebon,Elite,Perumahan Kota Baru Keandra,-6.7698285,108.4608309,https://www.google.com/maps/place/Perumahan+Kota+Baru+Keandra/data=!4m7!3m6!1s0x2e6f1fe417f9bb9b:0x3a1948d9ba621081!8m2!3d-6.7698285!4d108.4608309!16s%2Fg%2F11fkn08581!19sChIJm7v5F-Qfby4RgRBiutlIGTo?authuser=0&hl=id&rclk=1
Cirebon,Elite,Puri Tamansari,-6.7413528,108.5279314,https://www.google.com/maps/place/Puri+Tamansari/data=!4m7!3m6!1s0x2e6f1d7ad5815d25:0xf26843f4a84b34a8!8m2!3d-6.7413528!4d108.5279314!16s%2Fg%2F11fpqqzmdj!19sChIJJV2B1Xodby4RqDRLqPRDaPI?authuser=0&hl=id&rclk=1
Cirebon,Elite,Pegambiran Residence Cluster Aloha,-6.7343076,108.566094,https://www.google.com/maps/place/Pegambiran+Residence+Cluster+Aloha/data=!4m7!3m6!1s0x2e6f1d68cecc9033:0x34057fa670104c86!8m2!3d-6.7343076!4d108.566094!16s%2Fg%2F11hh39nq35!19sChIJM5DMzmgdby4RhkwQcKZ_BTQ?authuser=0&hl=id&rclk=1
